manager,round,worker,m_eva,ai_eva,p1,p2,p3
worker5f0094fc2e1a9e1b4ea12b2e,1,5c6838ea5f8d580001e8a8ab,2,1,0.4390952380952381,0.4014999999999999,0.1594047619047619
worker5f0094fc2e1a9e1b4ea12b2e,2,yes,3,1,0.5716295996401259,0.2579448556664722,0.17042554469340185
worker5f0094fc2e1a9e1b4ea12b2e,2,5dd25456cc192027096069bb,2,1,0.7933175212697579,0.15688195852215892,0.04980052020808322
worker5f0094fc2e1a9e1b4ea12b2e,2,5c6838ea5f8d580001e8a8ab,2,1,0.7997152803733992,0.19779372322804126,0.002490996398559424
worker5f0094fc2e1a9e1b4ea12b2e,3,5c6838ea5f8d580001e8a8ab,3,2,0.4467692307692308,0.47756410256410253,0.07566666666666666
worker5f0094fc2e1a9e1b4ea12b2e,3,yes,3,1,0.4907471264367816,0.3682250986561331,0.14102777490708526
worker6365862b94f7a68a41f98574,1,612687a5a3c9d923c4050e47,2,1,0.45090079365079366,0.4039444444444444,0.1451547619047619
worker6365862b94f7a68a41f98574,1,60a6ba026f8bd75b67b23c97,2,2,0.35726190476190467,0.47476984126984123,0.167968253968254
worker6365862b94f7a68a41f98574,1,5f1438518427ec47e1e2ff38,1,2,0.34192857142857136,0.4901666666666666,0.16790476190476192
worker6365862b94f7a68a41f98574,1,5ed7a7a467a98224295459ff,2,2,0.3173333333333333,0.5116428571428571,0.17102380952380952
worker6365862b94f7a68a41f98574,2,612687a5a3c9d923c4050e47,3,1,0.46675000000000005,0.45374999999999993,0.0795
worker6365862b94f7a68a41f98574,2,60a6ba026f8bd75b67b23c97,3,2,0.39280925138934303,0.5309562765609676,0.07623447204968944
worker6365862b94f7a68a41f98574,2,5f1438518427ec47e1e2ff38,2,1,0.5414642857142858,0.37530952380952376,0.08322619047619048
worker6365862b94f7a68a41f98574,3,60a6ba026f8bd75b67b23c97,2,1,0.4884751950947603,0.44444509476031224,0.06707971014492753
worker6365862b94f7a68a41f98574,2,5ed7a7a467a98224295459ff,2,1,0.6436330532212886,0.30552721088435375,0.05083973589435773
worker6365862b94f7a68a41f98574,3,5f1438518427ec47e1e2ff38,2,1,0.8176914561068506,0.17481754749459,0.007490996398559424
worker6365862b94f7a68a41f98574,3,612687a5a3c9d923c4050e47,3,1,0.4808507911936706,0.3991552779006339,0.11999393090569559
