manager,round,worker,m_eva,ai_eva,p1,p2,p3,inventory_firstGainOrder,inventory_firstGainStep,inventory_accum_reward,inventory_rewardedGainStep,inventory_rewardedGainOrder,if_iron_axe,if_stone_axe,if_wooden_axe,sparse_reward,dense_reward,attack_effi,attack_ratio,attack_equipped,camera_mov_ratio,position_mov_ratio,torch_placed,cobblestone_placed,dirt_placed,stone_placed,if_smelt_coal,inventory_firstGainOrder_0,inventory_firstGainOrder_1,inventory_firstGainOrder_2,inventory_firstGainOrder_3,inventory_firstGainOrder_4,inventory_firstGainOrder_5,inventory_firstGainOrder_6,inventory_firstGainOrder_7,inventory_firstGainOrder_8,inventory_firstGainOrder_9,inventory_firstGainOrder_10,inventory_firstGainOrder_11,inventory_firstGainOrder_12,inventory_firstGainOrder_13,inventory_firstGainOrder_14,inventory_firstGainOrder_15,inventory_firstGainOrder_16,inventory_firstGainOrder_17,inventory_firstGainStep_0,inventory_firstGainStep_1,inventory_firstGainStep_2,inventory_firstGainStep_3,inventory_firstGainStep_4,inventory_firstGainStep_5,inventory_firstGainStep_6,inventory_firstGainStep_7,inventory_firstGainStep_8,inventory_firstGainStep_9,inventory_firstGainStep_10,inventory_firstGainStep_11,inventory_firstGainStep_12,inventory_firstGainStep_13,inventory_firstGainStep_14,inventory_firstGainStep_15,inventory_firstGainStep_16,inventory_firstGainStep_17,inventory_accum_reward_0,inventory_accum_reward_1,inventory_accum_reward_2,inventory_accum_reward_3,inventory_accum_reward_4,inventory_accum_reward_5,inventory_accum_reward_6,inventory_accum_reward_7,inventory_accum_reward_8,inventory_accum_reward_9,inventory_accum_reward_10,inventory_accum_reward_11,inventory_accum_reward_12,inventory_accum_reward_13,inventory_accum_reward_14,inventory_accum_reward_15,inventory_accum_reward_16,inventory_accum_reward_17,inventory_rewardedGainStep_0,inventory_rewardedGainStep_1,inventory_rewardedGainStep_2,inventory_rewardedGainStep_3,inventory_rewardedGainStep_4,inventory_rewardedGainStep_5,inventory_rewardedGainStep_6,inventory_rewardedGainStep_7,inventory_rewardedGainStep_8,inventory_rewardedGainStep_9,inventory_rewardedGainStep_10,inventory_rewardedGainStep_11,inventory_rewardedGainStep_12,inventory_rewardedGainStep_13,inventory_rewardedGainStep_14,inventory_rewardedGainStep_15,inventory_rewardedGainStep_16,inventory_rewardedGainStep_17,inventory_rewardedGainOrder_0,inventory_rewardedGainOrder_1,inventory_rewardedGainOrder_2,inventory_rewardedGainOrder_3,inventory_rewardedGainOrder_4,inventory_rewardedGainOrder_5,inventory_rewardedGainOrder_6,inventory_rewardedGainOrder_7,inventory_rewardedGainOrder_8,inventory_rewardedGainOrder_9,inventory_rewardedGainOrder_10,inventory_rewardedGainOrder_11,inventory_rewardedGainOrder_12,inventory_rewardedGainOrder_13,inventory_rewardedGainOrder_14,inventory_rewardedGainOrder_15,inventory_rewardedGainOrder_16,inventory_rewardedGainOrder_17,from,ai2_eva,ai2_p1,ai2_p2,ai2_p3,m_ai1,m_ai2,m_ai1_2
worker606f0eee100e0a9f59cc0735,1,612058b64e8bd208d39fbe68,2,2,0.3930513945119208,0.4596549546944284,0.1472936507936507,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,227,1112.0,0.0069488313329121,0.5794289897510981,0.2872183617603706,0.3596876525134211,0.5170815031722792,0.0,20.0,13.0,0.0,0.0,10.0,7.0,3.0,6.0,11.0,0.0,12.0,0.0,0.0,1.0,2.0,4.0,0.0,9.0,8.0,0.0,0.0,5.0,7228.0,2899.0,1538.0,2711.0,7493.0,0.0,8146.0,0.0,0.0,1262.0,1506.0,1669.0,0.0,4258.0,3124.0,0.0,0.0,2251.0,0.0,368.0,20.0,0.0,32.0,0.0,384.0,0.0,0.0,10.0,114.0,112.0,0.0,0.0,64.0,0.0,0.0,8.0,0.0,2899.0,1538.0,0.0,7493.0,0.0,8146.0,0.0,0.0,1262.0,1506.0,1669.0,0.0,0.0,3124.0,0.0,0.0,2251.0,0.0,7.0,3.0,0.0,11.0,0.0,12.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,8.0,0.0,0.0,5.0,trace-12-16,2,0.14583333333333331,0.6333333333333334,0.2208333333333333,22,22,222
worker606f0eee100e0a9f59cc0735,1,601410b50be393350ee795c4,3,2,0.425421052631579,0.4436774322169058,0.1309015151515151,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,227,3002.0,0.0271524316892936,0.5068373835031792,0.3901013919917511,0.349272711436286,0.3908196150161135,6.0,88.0,1.0,0.0,0.0,0.0,7.0,9.0,2.0,10.0,0.0,11.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,8.0,1.0,0.0,6.0,0.0,7152.0,10036.0,4610.0,10333.0,0.0,11008.0,0.0,0.0,5065.0,5274.0,6577.0,0.0,0.0,7622.0,3947.0,0.0,6721.0,0.0,2368.0,8.0,0.0,32.0,0.0,384.0,0.0,0.0,10.0,120.0,40.0,0.0,0.0,32.0,0.0,0.0,8.0,0.0,7152.0,10036.0,0.0,10333.0,0.0,11008.0,0.0,0.0,5065.0,5274.0,6577.0,0.0,0.0,7622.0,0.0,0.0,6721.0,0.0,7.0,9.0,0.0,10.0,0.0,11.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,8.0,0.0,0.0,6.0,trace-12-16,3,0.05833333333333333,0.36666666666666664,0.575,32,33,323
worker606f0eee100e0a9f59cc0735,2,612058b64e8bd208d39fbe68,2,1,0.5418352844781636,0.3518492470267459,0.1063154684950903,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,180,900.0,0.0030165912518853,0.3213766359670383,0.0351935646053293,0.1622232994021651,0.2237841331394409,0.0,0.0,6.0,0.0,0.0,2.0,5.0,1.0,6.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3862.0,4810.0,3790.0,5067.0,3865.0,0.0,3864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,4.0,0.0,32.0,0.0,768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4810.0,3790.0,0.0,3865.0,0.0,3864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trace-12-16,2,0.008333333333333333,0.5666666666666667,0.425,21,22,212
worker606f0eee100e0a9f59cc0735,3,612058b64e8bd208d39fbe68,3,1,0.4438971916971918,0.3364464943786372,0.2196563139241711,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,391,1313.0,0.05,0.0001140771161305,0.0,0.0193931097421857,0.0201916495550992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3341.0,0.0,3559.0,3469.0,3462.0,3492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,256.0,5.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3341.0,0.0,3559.0,3469.0,3462.0,3492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,trace-12-16,3,0.10833333333333332,0.2890476190476191,0.6026190476190476,31,33,313
worker606f0eee100e0a9f59cc0735,2,601410b50be393350ee795c4,1,1,0.7356597248178437,0.2473492787835968,0.0169909963985594,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,53,312.0,0.0033050047214353,0.6345750524318386,0.0160528800755429,0.4121641865574753,0.5754519125137322,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4587.0,3209.0,9802.0,3267.0,0.0,0.0,0.0,0.0,4003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,4.0,0.0,32.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4587.0,3209.0,0.0,3267.0,0.0,0.0,0.0,0.0,4003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trace-12-16,2,0.3983333333333333,0.5123809523809524,0.08928571428571427,11,12,112
worker608adf0cc8637f7f395352b1,1,60b7b8126c0c4524e913236e,3,2,0.3149120879120878,0.6039450549450549,0.0811428571428571,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,483,2848.0,0.0153136835172073,0.6306334371754932,0.6443273505680882,0.5202492211838006,0.5840083073727933,1.0,55.0,9.0,0.0,0.0,13.0,7.0,4.0,6.0,9.0,0.0,10.0,0.0,11.0,1.0,2.0,3.0,0.0,0.0,8.0,12.0,0.0,5.0,6635.0,2179.0,1662.0,2029.0,3242.0,0.0,4010.0,0.0,4469.0,969.0,1287.0,1590.0,0.0,0.0,3010.0,4529.0,0.0,1832.0,0.0,1360.0,16.0,0.0,64.0,0.0,768.0,0.0,256.0,8.0,200.0,96.0,0.0,0.0,64.0,0.0,0.0,16.0,0.0,2179.0,1662.0,0.0,3242.0,0.0,4010.0,0.0,4469.0,969.0,1287.0,1590.0,0.0,0.0,3010.0,0.0,0.0,1832.0,0.0,7.0,4.0,0.0,9.0,0.0,10.0,0.0,11.0,1.0,2.0,3.0,0.0,0.0,8.0,0.0,0.0,5.0,trace-12-16,2,0.18,0.5098809523809524,0.31011904761904757,32,32,322
worker608adf0cc8637f7f395352b1,1,604a724676cc5a0de7e93fd1,3,1,0.4574285714285714,0.4168333333333334,0.1257380952380952,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,483,4249.0,0.0253333333333333,0.4398826979472141,0.4780740740740741,0.2413815575105897,0.3017921146953405,6.0,132.0,36.0,0.0,0.0,14.0,7.0,4.0,6.0,9.0,0.0,10.0,0.0,11.0,1.0,2.0,3.0,0.0,13.0,8.0,12.0,0.0,5.0,14114.0,5900.0,4225.0,5289.0,7217.0,0.0,8061.0,0.0,8345.0,2075.0,3205.0,3905.0,0.0,11338.0,6831.0,8391.0,0.0,4851.0,0.0,2528.0,16.0,0.0,64.0,0.0,1024.0,0.0,256.0,13.0,164.0,104.0,0.0,0.0,64.0,0.0,0.0,16.0,0.0,5900.0,4225.0,0.0,7217.0,0.0,8061.0,0.0,8345.0,2075.0,3205.0,3905.0,0.0,0.0,6831.0,0.0,0.0,4851.0,0.0,7.0,4.0,0.0,9.0,0.0,10.0,0.0,11.0,1.0,2.0,3.0,0.0,0.0,8.0,0.0,0.0,5.0,trace-12-16,3,0.0,0.3383333333333333,0.6616666666666667,31,33,313
worker608adf0cc8637f7f395352b1,1,5faacca24cd0384c1fa08be1,2,2,0.4169835164835164,0.4298974358974359,0.1531190476190476,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,483,3421.0,0.0166512488436632,0.5814954276492738,0.6245539844059733,0.2564358718204872,0.3660185967878275,3.0,68.0,25.0,0.0,0.0,0.0,7.0,4.0,6.0,9.0,0.0,10.0,0.0,11.0,1.0,2.0,3.0,0.0,0.0,8.0,12.0,0.0,5.0,0.0,3801.0,2861.0,3534.0,5969.0,0.0,6438.0,0.0,6947.0,1764.0,2243.0,2763.0,0.0,0.0,4610.0,6994.0,0.0,3064.0,0.0,1872.0,24.0,0.0,32.0,0.0,768.0,0.0,256.0,9.0,260.0,88.0,0.0,0.0,96.0,0.0,0.0,16.0,0.0,3801.0,2861.0,0.0,5969.0,0.0,6438.0,0.0,6947.0,1764.0,2243.0,2763.0,0.0,0.0,4610.0,0.0,0.0,3064.0,0.0,7.0,4.0,0.0,9.0,0.0,10.0,0.0,11.0,1.0,2.0,3.0,0.0,0.0,8.0,0.0,0.0,5.0,trace-12-16,2,0.05833333333333333,0.675,0.26666666666666666,22,22,222
worker608adf0cc8637f7f395352b1,2,604a724676cc5a0de7e93fd1,3,1,0.6731394035616947,0.2504886476587936,0.0763719487795118,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,144,672.0,0.0090813831645127,0.6101875532821824,0.0,0.149616368286445,0.1736999147485081,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1157.0,3750.0,0.0,1358.0,0.0,0.0,4394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0,0.0,0.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3750.0,0.0,0.0,0.0,0.0,4394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trace-12-16,3,0.06666666666666667,0.32321428571428573,0.6101190476190477,31,33,313
worker608adf0cc8637f7f395352b1,2,60b7b8126c0c4524e913236e,3,2,0.4286338911002997,0.4842195169295789,0.0871465919701214,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,183,819.0,0.0114521300961978,0.3222140221402214,0.0032065964269354,0.3970479704797048,0.454760147601476,3.0,30.0,0.0,0.0,0.0,2.0,6.0,4.0,0.0,5.0,0.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4020.0,6005.0,5375.0,0.0,5997.0,0.0,6330.0,0.0,0.0,3222.0,5294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,4.0,0.0,32.0,0.0,384.0,0.0,0.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6005.0,5375.0,0.0,5997.0,0.0,6330.0,0.0,0.0,3222.0,5294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,5.0,0.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trace-12-16,3,0.07499999999999998,0.15238095238095237,0.7726190476190475,32,33,323
worker608adf0cc8637f7f395352b1,3,60b7b8126c0c4524e913236e,3,1,0.5460356604180134,0.3448155377535629,0.1091488018284237,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,404,680.0,0.0067114093959731,0.030855249534065,0.5906040268456376,0.0478359908883826,0.0596396769517498,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4714.0,0.0,0.0,0.0,0.0,1770.0,0.0,1923.0,0.0,0.0,1858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,384.0,0.0,256.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4714.0,0.0,0.0,0.0,0.0,1770.0,0.0,1923.0,0.0,0.0,1858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,trace-12-16,3,0.008333333333333333,0.12416666666666665,0.8675,31,33,313
worker5ed2fdcb5353e829674f861e,1,5d575f44182f9f00a380,2,2,0.3816666666666667,0.4608484848484848,0.1574848484848484,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,483,4099.0,0.0262555335063349,0.5563954475963988,0.5327430926576096,0.3537455410225921,0.4933752335654833,65.0,121.0,32.0,0.0,0.0,0.0,7.0,4.0,8.0,10.0,0.0,11.0,0.0,12.0,2.0,3.0,5.0,0.0,0.0,9.0,1.0,0.0,6.0,0.0,2348.0,1057.0,2672.0,5055.0,0.0,5457.0,0.0,5818.0,679.0,969.0,1061.0,0.0,0.0,3853.0,392.0,0.0,2062.0,0.0,2512.0,20.0,0.0,64.0,0.0,768.0,0.0,256.0,15.0,228.0,156.0,0.0,0.0,64.0,0.0,0.0,16.0,0.0,2348.0,1057.0,0.0,5055.0,0.0,5457.0,0.0,5818.0,679.0,969.0,1061.0,0.0,0.0,3853.0,0.0,0.0,2062.0,0.0,7.0,4.0,0.0,10.0,0.0,11.0,0.0,12.0,2.0,3.0,5.0,0.0,0.0,9.0,0.0,0.0,6.0,test-12-26,2,0.06333333333333332,0.8083333333333333,0.12833333333333335,22,22,222
worker5ed2fdcb5353e829674f861e,1,616d98eb781483f580b76f4a,2,2,0.2037097069597069,0.6744053724053722,0.1218849206349206,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,483,1739.0,0.0051449953227315,0.566507684154743,0.323666978484565,0.4353471118177,0.4891361950185479,38.0,20.0,30.0,0.0,0.0,0.0,8.0,5.0,2.0,10.0,0.0,11.0,0.0,12.0,3.0,4.0,6.0,0.0,0.0,9.0,1.0,0.0,7.0,0.0,2921.0,1221.0,556.0,4205.0,0.0,4916.0,0.0,5101.0,991.0,1180.0,1282.0,0.0,0.0,3807.0,366.0,0.0,1910.0,0.0,320.0,28.0,0.0,64.0,0.0,768.0,0.0,256.0,13.0,90.0,120.0,0.0,0.0,64.0,0.0,0.0,16.0,0.0,2921.0,1221.0,0.0,4205.0,0.0,4916.0,0.0,5101.0,991.0,1180.0,1282.0,0.0,0.0,3807.0,0.0,0.0,1910.0,0.0,8.0,5.0,0.0,10.0,0.0,11.0,0.0,12.0,3.0,4.0,6.0,0.0,0.0,9.0,0.0,0.0,7.0,test-12-26,2,0.0625,0.8375,0.1,22,22,222
worker5ed2fdcb5353e829674f861e,2,5d575f44182f9f00a380,3,1,0.4932630718954249,0.3719929971988796,0.1347439309056956,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,195,705.0,0.0046160302140159,0.3472748469833868,0.6407889215274863,0.225007286505392,0.3341591372777616,1.0,40.0,11.0,0.0,0.0,0.0,7.0,3.0,6.0,0.0,0.0,9.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,3983.0,3562.0,3723.0,0.0,0.0,6512.0,0.0,0.0,3182.0,3486.0,3565.0,0.0,0.0,5156.0,0.0,0.0,3661.0,0.0,96.0,4.0,0.0,0.0,0.0,384.0,0.0,0.0,5.0,88.0,88.0,0.0,0.0,32.0,0.0,0.0,8.0,0.0,3983.0,3562.0,0.0,0.0,0.0,6512.0,0.0,0.0,3182.0,3486.0,3565.0,0.0,0.0,5156.0,0.0,0.0,3661.0,0.0,7.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,8.0,0.0,0.0,5.0,test-12-26,3,0.0375,0.32916666666666666,0.6333333333333333,31,33,313
worker5ed2fdcb5353e829674f861e,2,616d98eb781483f580b76f4a,2,2,0.4020529021829937,0.4992404035450946,0.0987066942719116,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,163,1205.0,0.0147507629704984,0.4770686726522689,0.1279247202441505,0.375879640863868,0.5040038825527785,1.0,36.0,14.0,0.0,0.0,0.0,7.0,6.0,8.0,0.0,0.0,9.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,5985.0,3505.0,6425.0,0.0,0.0,8151.0,0.0,0.0,2707.0,3125.0,3134.0,0.0,0.0,0.0,2301.0,0.0,3348.0,0.0,752.0,8.0,0.0,0.0,0.0,384.0,0.0,0.0,11.0,6.0,36.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5985.0,3505.0,0.0,0.0,0.0,8151.0,0.0,0.0,2707.0,3125.0,3134.0,0.0,0.0,0.0,0.0,0.0,3348.0,0.0,7.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,test-12-26,2,0.016666666666666666,0.6775,0.30583333333333335,22,22,222
worker5ed2fdcb5353e829674f861e,3,616d98eb781483f580b76f4a,3,1,0.5878531746031745,0.313642857142857,0.0985039682539682,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,483,1007.0,0.0213618157543391,0.1675427804496141,0.2997329773030707,0.1376803489542556,0.1693322894530813,7.0,22.0,3.0,0.0,0.0,0.0,7.0,3.0,0.0,9.0,0.0,10.0,0.0,11.0,2.0,4.0,5.0,0.0,0.0,8.0,1.0,0.0,6.0,0.0,3712.0,3387.0,0.0,4369.0,0.0,5093.0,0.0,5219.0,2239.0,3488.0,3523.0,0.0,0.0,3933.0,2046.0,0.0,3586.0,0.0,176.0,4.0,0.0,32.0,0.0,384.0,0.0,256.0,21.0,38.0,48.0,0.0,0.0,32.0,0.0,0.0,16.0,0.0,3712.0,3387.0,0.0,4369.0,0.0,5093.0,0.0,5219.0,2239.0,3488.0,3523.0,0.0,0.0,3933.0,0.0,0.0,3586.0,0.0,7.0,3.0,0.0,9.0,0.0,10.0,0.0,11.0,2.0,4.0,5.0,0.0,0.0,8.0,0.0,0.0,6.0,test-12-26,3,0.03333333333333333,0.03333333333333333,0.9333333333333333,31,33,313
worker5ed2fdcb5353e829674f861e,3,5d575f44182f9f00a380,2,2,0.3923168498168498,0.4508260073260073,0.1568571428571428,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,483,2826.0,0.0105310329374859,0.4693695114897197,0.2264172081559489,0.2579271178419309,0.3751380343902823,4.0,62.0,5.0,0.0,0.0,0.0,4.0,6.0,12.0,10.0,0.0,11.0,0.0,3.0,5.0,2.0,7.0,0.0,0.0,9.0,1.0,0.0,8.0,0.0,3724.0,4849.0,18483.0,7912.0,0.0,8221.0,0.0,3294.0,4311.0,167.0,4852.0,0.0,0.0,7626.0,107.0,0.0,4995.0,0.0,1408.0,8.0,0.0,32.0,0.0,384.0,0.0,768.0,6.0,124.0,56.0,0.0,0.0,32.0,0.0,0.0,8.0,0.0,3724.0,4849.0,0.0,7912.0,0.0,8221.0,0.0,3294.0,4311.0,167.0,4852.0,0.0,0.0,7626.0,0.0,0.0,4995.0,0.0,4.0,6.0,0.0,10.0,0.0,11.0,0.0,3.0,5.0,2.0,7.0,0.0,0.0,9.0,0.0,0.0,8.0,test-12-26,2,0.08333333333333333,0.5916666666666666,0.32499999999999996,22,22,222
worker5fc0651e0985e84f652efe5e,1,5edaa4924ea9bd6f14f3d618,2,2,0.4000311355311355,0.4773260073260073,0.1226428571428571,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,483,2610.0,0.0196962505932605,0.3933171551241366,0.3189368770764119,0.2948478626096696,0.4103042747806608,135.0,59.0,17.0,0.0,0.0,0.0,8.0,5.0,7.0,10.0,0.0,11.0,0.0,12.0,2.0,3.0,4.0,0.0,0.0,9.0,1.0,0.0,6.0,0.0,3496.0,2448.0,2955.0,4934.0,0.0,6346.0,0.0,6415.0,1302.0,2338.0,2396.0,0.0,0.0,4572.0,976.0,0.0,2591.0,0.0,976.0,12.0,0.0,64.0,0.0,768.0,0.0,256.0,22.0,336.0,96.0,0.0,0.0,64.0,0.0,0.0,16.0,0.0,3496.0,2448.0,0.0,4934.0,0.0,6346.0,0.0,6415.0,1302.0,2338.0,2396.0,0.0,0.0,4572.0,0.0,0.0,2591.0,0.0,8.0,5.0,0.0,10.0,0.0,11.0,0.0,12.0,2.0,3.0,4.0,0.0,0.0,9.0,0.0,0.0,6.0,test-12-26,3,0.04583333333333332,0.32083333333333336,0.6333333333333333,22,23,223
worker5fc0651e0985e84f652efe5e,2,5edaa4924ea9bd6f14f3d618,3,1,0.5426329035257826,0.3649325803600792,0.0924345161141379,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,227,660.0,0.0025839793281653,0.8118881118881119,0.1246052253804191,0.2149184149184149,0.3,1.0,7.0,0.0,0.0,0.0,10.0,6.0,8.0,0.0,7.0,0.0,11.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,9.0,1.0,0.0,5.0,3882.0,2750.0,3017.0,0.0,2917.0,0.0,4181.0,0.0,0.0,2181.0,2438.0,2477.0,0.0,0.0,3452.0,2035.0,0.0,2539.0,0.0,80.0,4.0,0.0,32.0,0.0,384.0,0.0,0.0,4.0,68.0,48.0,0.0,0.0,32.0,0.0,0.0,8.0,0.0,2750.0,3017.0,0.0,2917.0,0.0,4181.0,0.0,0.0,2181.0,2438.0,2477.0,0.0,0.0,3452.0,0.0,0.0,2539.0,0.0,6.0,8.0,0.0,7.0,0.0,11.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,9.0,0.0,0.0,5.0,test-12-26,3,0.058333333333333334,0.1375,0.8041666666666666,31,33,313
worker5fc0651e0985e84f652efe5e,3,5edaa4924ea9bd6f14f3d618,1,1,0.4113048654244307,0.367103519668737,0.2215916149068323,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,483,1218.0,0.0061422159225135,0.530717151454363,0.3378218757382471,0.2570210631895687,0.3628385155466399,4.0,20.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,9.0,0.0,10.0,0.0,11.0,2.0,3.0,4.0,0.0,0.0,8.0,1.0,0.0,5.0,0.0,2633.0,2286.0,0.0,4682.0,0.0,5410.0,0.0,5756.0,1591.0,1978.0,2042.0,0.0,0.0,2818.0,1466.0,0.0,2102.0,0.0,320.0,8.0,0.0,32.0,0.0,384.0,0.0,256.0,6.0,108.0,64.0,0.0,0.0,32.0,0.0,0.0,8.0,0.0,2633.0,2286.0,0.0,4682.0,0.0,5410.0,0.0,5756.0,1591.0,1978.0,2042.0,0.0,0.0,2818.0,0.0,0.0,2102.0,0.0,7.0,6.0,0.0,9.0,0.0,10.0,0.0,11.0,2.0,3.0,4.0,0.0,0.0,8.0,0.0,0.0,5.0,test-12-26,3,0.3366666666666667,0.18333333333333332,0.48,11,13,113
worker5fc0651e0985e84f652efe5e,1,5c6acdb4755ed2000170bb34,1,1,0.521564586754242,0.3393740608050954,0.1390613524406627,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,483,13936.0,0.0251002795672784,0.8284369257105455,0.817156922328917,0.3332578103365808,0.3998690934722956,136.0,653.0,7.0,0.0,0.0,0.0,6.0,4.0,8.0,10.0,0.0,11.0,0.0,12.0,1.0,2.0,3.0,0.0,0.0,7.0,9.0,0.0,5.0,0.0,3653.0,2492.0,24518.0,26413.0,0.0,26911.0,0.0,27676.0,1251.0,1546.0,2357.0,0.0,0.0,3860.0,25229.0,0.0,2958.0,0.0,12832.0,20.0,0.0,64.0,0.0,384.0,0.0,256.0,24.0,132.0,104.0,0.0,0.0,96.0,0.0,0.0,24.0,0.0,3653.0,2492.0,0.0,26413.0,0.0,26911.0,0.0,27676.0,1251.0,1546.0,2357.0,0.0,0.0,3860.0,0.0,0.0,2958.0,0.0,6.0,4.0,0.0,10.0,0.0,11.0,0.0,12.0,1.0,2.0,3.0,0.0,0.0,7.0,0.0,0.0,5.0,test-12-26,1,0.4958333333333333,0.3608333333333333,0.14333333333333334,11,11,111
